,I,TRADING,VWAFCASPRICES,1,SETTLEMENTDATE,RUNNO,LOWER5MINVWAPRICE,LOWER5MINVOLUME,LOWER5MINREVENUE,LOWER6SECVWAPRICE,LOWER6SECVOLUME,LOWER6SECREVENUE,LOWER60SECVWAPRICE,LOWER60SECVOLUME,LOWER60SECREVENUE,LOWERREGVWAPRICE,LOWERREGVOLUME,LOWERREGREVENUE,RAISE5MINVWAPRICE,RAISE5MINVOLUME,RAISE5MINREVENUE,RAISE6SECVWAPRICE,RAISE6SECVOLUME,RAISE6SECREVENUE,RAISE60SECVWAPRICE,RAISE60SECVOLUME,RAISE60SECREVENUE,RAISEREGVWAPRICE,RAISEREGVOLUME,RAISEREGREVENUE,LASTCHANGED
36,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 18:00:00,1.0,0.51234,108.76167,55.72251,0.90207,179.84167,162.23039,1.85085,218.855,405.0671,14.38577,130.0,1870.15,0.73849,230.34667,170.10904,5.68078,366.64083,2082.80653,5.78241,382.8475,2213.78232,13.96568,149.03333,2081.35232,2021/10/08 04:05:10
37,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 19:00:00,1.0,0.41334,110.71,45.761,0.91906,177.36167,163.00574,1.48793,218.94167,325.77021,11.48205,130.0,1492.66667,0.8165,235.06333,191.92931,16.00144,365.07667,5841.75237,10.25921,381.1825,3910.63124,14.92542,145.09083,2165.5416,2021/10/08 04:05:10
38,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 20:00:00,1.0,0.39542,107.00583,42.31232,0.95167,178.88583,170.24069,1.49144,216.2325,322.4979,17.51154,130.0,2276.5,0.75871,245.27,186.08888,12.63276,366.05167,4624.24225,7.88942,382.05083,3014.15765,19.38247,135.0,2616.63333,2021/10/08 04:05:10
39,D,TRADING,VWAFCASPRICES,1.0,2021-10-08 01:00:00,1.0,1.15667,114.98583,133.00081,1.31684,190.355,250.66737,3.08722,233.01167,719.35762,12.705,130.0,1651.65,0.75144,237.16333,178.21463,5.73752,365.59917,2097.63375,4.30485,378.75833,1630.49951,17.92667,135.0,2420.1,2021/10/08 04:05:10
40,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 04:30:00,1.0,0.22996,112.535,25.87828,1.0,159.05833,159.05833,1.724,188.875,325.62117,6.35833,105.0,667.625,0.75,234.46667,175.85,2.47983,315.80583,783.14493,2.29,315.80667,723.19727,10.23843,110.0,1126.22675,2021/10/08 04:05:10
41,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 13:00:00,1.0,5.78268,116.4025,673.11855,8.53645,199.19833,1700.44717,58.16626,241.40167,14041.43126,85.00418,130.0,11050.54321,0.05776,136.91083,7.90798,523.4578,278.155,145602.40397,4.8871,295.4175,1443.73582,36.15418,136.25667,4926.24775,2021/10/08 04:05:10
42,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 15:30:00,1.0,10.07383,114.61833,1154.64509,1.32475,192.00917,254.36407,5.75088,233.38167,1342.14925,18.91291,130.0,2458.67868,0.88055,241.5675,212.71207,7.19015,380.16583,2733.44826,13.28607,396.52917,5268.31303,15.4927,139.86083,2166.82133,2021/10/08 04:05:10
43,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 17:30:00,1.0,0.47355,108.53083,51.39495,1.06976,182.10833,194.81197,1.50183,220.29,330.83711,18.14891,130.0,2359.35833,0.73842,232.71417,171.84191,4.99651,370.365,1850.53065,5.10268,386.54417,1972.41235,10.01226,148.8475,1490.30053,2021/10/08 04:05:10
44,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 20:30:00,1.0,0.45048,110.49917,49.77818,0.97496,180.00833,175.50047,1.40748,220.51583,310.37064,20.11372,130.0,2614.78333,0.76626,247.43917,189.60383,7.76986,369.09833,2867.84289,6.5564,385.02,2524.3444,22.6037,135.0,3051.5,2021/10/08 04:05:10
45,D,TRADING,VWAFCASPRICES,1.0,2021-10-07 22:30:00,1.0,0.7447,113.26917,84.35125,1.07855,185.68917,200.27505,3.53464,227.58667,804.43596,15.93013,130.0,2070.91667,0.75258,234.96417,176.82975,6.75118,358.8875,2422.91578,7.64196,372.03667,2843.08905,17.16699,135.00167,2317.57233,2021/10/08 04:05:10
46,D,TRADING,VWAFCASPRICES,1.0,2021-10-08 02:00:00,1.0,1.16157,113.8925,132.29372,1.59098,192.57333,306.37948,4.09669,233.44167,956.33747,11.18654,130.0,1454.25,0.75207,238.78917,179.585,5.42555,369.605,2005.30965,7.31935,383.2125,2804.86826,17.30741,135.0,2336.5,2021/10/08 04:05:10
47,D,TRADING,VWAFCASPRICES,1.0,2021-10-08 03:30:00,1.0,4.4397,114.5425,508.53477,5.64524,194.01333,1095.25185,10.66936,235.03833,2507.70753,17.74757,130.0,2307.18425,0.75189,239.94083,180.41025,6.13393,370.8325,2274.66212,8.94556,384.12333,3436.19861,17.0929,135.0,2307.54167,2021/10/08 04:05:10
48,C,END OF REPORT,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,D,TRADING,VWAFCASPRICES,1.0,2021-10-30 16:30:00,1.0,0.41,113.21583,46.41849,1.0,152.68167,152.68167,1.0633,185.09,196.80533,10.75162,105.0,1128.9201,0.87835,233.56167,205.14978,2.21493,310.43917,687.60015,4.77364,310.43917,1481.92429,16.61454,110.0,1827.59977,2021/10/31 04:05:03
1,D,TRADING,VWAFCASPRICES,1.0,2021-10-30 20:00:00,1.0,0.23166,111.82,25.90378,0.38501,147.1425,56.65068,1.00163,179.8175,180.11143,9.15333,105.0,961.1,0.88,229.965,202.3692,21.19419,302.96083,6421.0084,28.21607,302.96083,8548.3646,25.76978,110.0,2834.67545,2021/10/31 04:05:03
2,D,TRADING,VWAFCASPRICES,1.0,2021-10-30 21:00:00,1.0,0.19668,111.63583,21.95652,0.27496,148.94917,40.95447,1.02502,180.89917,185.42489,13.16667,105.0,1382.5,0.88,234.12833,206.03293,16.06458,308.38833,4954.12843,11.14349,308.38833,3436.52092,24.20384,110.0,2662.42252,2021/10/31 04:05:03
3,D,TRADING,VWAFCASPRICES,1.0,2021-10-31 00:30:00,1.0,0.2598,114.6875,29.79604,0.83336,154.8675,129.06042,1.04043,188.0925,195.69631,14.16984,105.0,1487.83333,0.88,232.825,204.886,22.3195,311.23333,6946.57126,14.01885,311.23333,4363.13407,25.39931,110.0,2793.92387,2021/10/31 04:05:03
4,D,TRADING,VWAFCASPRICES,1.0,2021-10-30 09:00:00,1.0,12.31133,115.09417,1416.9622,2.25096,161.09,362.60683,7.35714,193.00583,1419.97131,21.282,105.14917,2237.78408,0.71243,214.98167,153.15994,5.34941,297.745,1592.75972,7.23858,297.74583,2155.25686,13.33821,110.0,1467.20298,2021/10/31 04:05:03
5,D,TRADING,VWAFCASPRICES,1.0,2021-10-30 16:00:00,1.0,0.31719,117.28333,37.20145,1.43427,160.575,230.3086,3.44778,197.79833,681.96537,6.80566,109.16583,742.94504,0.86208,237.58583,204.81892,3.00755,324.8125,976.88965,4.30618,327.4975,1410.2616,13.98485,114.16667,1596.60367,2021/10/31 04:05:03
6,D,TRADING,VWAFCASPRICES,1.0,2021-10-31 00:00:00,1.0,0.42168,113.00667,47.65288,0.80491,153.6275,123.65561,1.15924,185.54417,215.09094,5.99167,105.0,629.125,0.88,235.33,207.0904,8.99875,312.87,2815.44043,12.24853,312.87,3832.19795,18.17658,110.0,1999.42333,2021/10/31 04:05:03
7,D,TRADING,VWAFCASPRICES,1.0,2021-10-31 01:30:00,1.0,0.4133,114.75833,47.42989,1.0,156.65583,156.65583,1.07159,189.41417,202.97381,12.81111,105.0,1345.16667,0.88,235.17667,206.95547,41.55263,314.8375,13082.3249,15.39704,314.83833,4847.57833,25.83333,110.0,2841.66667,2021/10/31 04:05:03
8,D,TRADING,VWAFCASPRICES,1.0,2021-10-31 04:00:00,1.0,0.49328,116.25083,57.34433,1.93875,159.60667,309.4378,1.09699,192.97167,211.68755,11.96206,105.0,1256.01667,0.88,238.52667,209.90347,8.93992,320.25083,2863.0156,14.0386,320.25083,4495.87231,17.25152,110.0,1897.66667,2021/10/31 04:05:03
9,D,TRADING,VWAFCASPRICES,1.0,2021-10-30 10:00:00,1.0,6.57373,114.57083,753.15762,1.0,162.7575,162.7575,0.87314,193.49917,168.95123,14.91857,105.0,1566.45,0.76368,239.28917,182.74038,4.15392,332.66,1381.84459,5.12766,348.9475,1789.28552,12.80719,110.0,1408.79112,2021/10/31 04:05:03
